"row","col","Year","dummy","dummy2","fish_habitat","road_density"
245,116,"2020",0.922874927,1.295890835,0.441864013671875,1.43083000183105
197,136,"1990",0.259409245,0.175582288,0.795625984668732,0.651885986328125
83,20,"2040",0.68167354,1.320495411,0.0938009992241859,1.51218199729919
8,52,"2010",0.915313717,1.894515839,0.882920026779175,0
110,58,"2040",0.620663704,1.063204412,0.498789012432098,1.50084900856018
60,91,"1940",0.833187956,1.782790961,0.995000004768372,0
140,40,"1970",0.247781499,0.368195913,0.94844001531601,0.0502230003476143
196,125,"2020",0.336424329,0.841399282,0.489455014467239,1.3589700460434
220,115,"2020",0.15039527,1.907819334,0.567049026489258,0.942983984947205
104,64,"1900",0.230972319,1.199008377,1,0
95,31,"1980",0.22491711,0.851529767,0.305620014667511,0.844303011894226
91,10,"2030",0.630968422,1.19195428,0.0134049998596311,1.94023597240448
180,99,"1980",0.095503088,0.254453254,0.400974005460739,1.24072802066803
20,35,"2050",0.353141991,0.263251254,0.314680993556976,0.802500009536743
43,47,"1930",0.944442926,0.070189858,0.995000004768372,0
124,51,"2050",0.085089994,0.476630745,0.0227380003780127,2.4178249835968
217,118,"1960",0.042509713,0.378037317,0.668556988239288,1.722815990448
68,44,"1980",0.953891629,1.050539361,0.955938994884491,0.294034004211426
154,54,"1940",0.869831284,1.10775397,0.973990023136139,0.00890500005334616
157,35,"2010",0.239038728,1.459716156,0.14266799390316,0.19964399933815
204,128,"2040",0.728392992,1.433703981,0.624139010906219,0.529033005237579
50,72,"1940",0.555389382,0.274590168,0.995000004768372,0
164,46,"1920",0.230851963,0.430148073,0.991051018238068,0.000251999997999519
172,39,"2020",0.311528125,0.828625401,0.991258978843689,0
11,93,"2050",0.67444152,0.0949707,0.995000004768372,0
130,6,"2000",0.21112577,1.171553969,0.972985029220581,0.0180399995297194
21,76,"1910",0.734017022,1.768127472,0.995000004768372,0
151,25,"2010",0.077197808,0.96118314,0.925840973854065,0
5,72,"2030",0.063670042,0.569030641,0.995000004768372,0
163,32,"1930",0.283856275,1.663464838,0.991258978843689,0
207,127,"1990",0.803003053,0.604269446,0.265675991773605,2.86814188957214
17,53,"1940",0.105762624,0.609288679,0.995000004768372,0
67,36,"1930",0.84346515,1.11154841,0.994836986064911,0.00281299999915063
96,45,"2030",0.37227372,1.792412722,0.122239001095295,1.3005199432373
42,80,"1920",0.573055261,1.01906414,0.995000004768372,0
109,21,"1900",0.603104863,0.995630545,1,0
152,84,"2000",0.673207484,1.594229208,0.119079001247883,3.79999589920044
83,51,"1910",0.38494901,1.110724524,0.995000004768372,0
203,64,"1930",0.597119863,1.660337645,0.757156014442444,0.198411002755165
80,19,"2020",0.306232448,0.912783666,0.288197994232178,1.81613802909851
35,116,"1970",0.202237348,1.355398778,0.992079019546509,0.0502800010144711
147,124,"2000",0.199817139,1.23268975,0.168911993503571,2.14484190940857
77,84,"1930",0.001938758,0.611649432,0.994854986667633,0.00249499990604818
121,79,"1940",0.479502634,0.59510845,0.991843998432159,0.0543190017342567
103,37,"1990",0.701466471,0.766347362,0.274675995111465,1.67374503612518
151,11,"2020",0.49605983,0.249594394,0.991258978843689,0
202,100,"1990",0.714936273,1.528352917,0.420388013124466,0.875660002231598
175,69,"1940",0.514952297,0.518321589,0.289793014526367,0.926774978637695
112,39,"1960",0.846617185,0.750305579,0.666253983974457,0.279015004634857
92,78,"1910",0.726000707,0.237753856,0.995000004768372,0
32,50,"1930",0.173863741,0.202674853,0.995000004768372,0
57,65,"2020",0.911898727,0.343072305,0.82939201593399,0
113,29,"1990",0.905996453,1.060262703,0.372819006443024,1.00807905197144
163,58,"1980",0.381029532,0.089784448,0.256675988435745,0.219457998871803
51,108,"1940",0.800672787,1.828509507,0.995000004768372,0
177,50,"1950",0.685179219,1.694414558,0.991258978843689,0
28,71,"2020",0.127109873,0.861027037,0.960861027240753,0
107,69,"2050",0.136091781,0.223515742,0.775608003139496,1.55184900760651
208,81,"1960",0.559320404,0.13018853,0.0755999982357025,9.59904670715332
47,28,"2020",0.800132551,0.883200368,0.558315992355347,0.230000004172325
59,36,"1980",0.169103252,0.523619055,0.806582987308502,0.398395985364914
44,11,"1940",0.218833658,0.115540909,0.995000004768372,0
129,102,"2010",0.157520453,0.668015306,0.344538003206253,0.0738020017743111
82,8,"2060",0.911722458,1.23922352,0.0623789988458157,1.11975800991058
181,82,"1990",0.887502611,0.474958079,0.0291460007429123,2.83531498908997
78,116,"1950",0.74697672,1.721591923,0.995000004768372,0
3,29,"2000",0.038653466,1.649057097,0.80527800321579,0
141,17,"1960",0.824114622,0.817705315,0.991258978843689,0
50,47,"2040",0.015560268,0.547327491,0.995000004768372,0
35,89,"1910",0.068532985,0.38207683,0.995000004768372,0
23,94,"1920",0.428025722,0.278592419,0.995000004768372,0
124,82,"2040",0.692619255,1.170810941,0.470806002616882,1.04937994480133
102,33,"1940",0.527704701,1.607119678,0.971350014209747,0.0247089993208647
18,12,"1920",0.403983347,1.229327712,0.995000004768372,0
3,16,"1910",0.877640148,1.527519924,0.995000004768372,0
105,102,"1970",0.484852032,1.253656967,0.995000004768372,0
225,83,"2020",0.338771243,1.701248115,0.986347019672394,0
244,105,"1990",0.313898416,1.910964443,0.760101020336151,0.702081978321075
25,115,"2040",0.914838784,0.939218903,0.995000004768372,0
117,84,"2060",0.820295505,0.277003018,0.445246011018753,2.1009509563446
41,41,"2020",0.299186321,1.129352277,0.860791981220245,0
37,93,"1900",0.512742465,0.859301658,1,0
65,9,"2000",0.624788918,1.923699334,0.962442994117737,0
92,30,"1920",0.662861366,0.027042919,0.989441990852356,0.0956650003790855
184,102,"2000",0.671306406,1.235381896,0.362641006708145,1.86815595626831
116,44,"1910",0.391675781,1.493929662,0.992899000644684,0
8,39,"2020",0.477674188,0.290351117,0.708064019680023,0
186,132,"1910",0.682678071,1.642146569,0.983142018318176,0.0416329987347126
41,13,"2000",0.098319889,1.551012235,0.296644002199173,0.319249987602234
233,131,"2060",0.639120927,1.184046004,0.916161000728607,0.210421994328499
174,133,"2060",0.663190337,0.350957973,0.00753499986603856,4.01826000213623
37,41,"1920",0.052136512,1.937001217,0.994778990745544,0.00379800004884601
96,40,"2060",0.182059465,1.897609997,0.00999999977648258,2.48831295967102
29,109,"1940",0.02784903,0.589693657,0.995000004768372,0
43,86,"2020",0.371032644,1.919107337,0.995000004768372,0
75,79,"2000",0.65716491,0.619751419,0.674470007419586,0
63,68,"2020",0.905896656,1.232295939,0.102631002664566,1.4614349603653
45,64,"1920",0.159607253,1.381316229,0.995000004768372,0
152,118,"1950",0.88062672,0.684751619,0.553107023239136,1.03230595588684
80,123,"2030",0.943113171,1.613777379,0.995000004768372,0
78,34,"2010",0.979727494,1.898077704,0.241625994443893,1.04609203338623
153,33,"2030",0.994098378,0.06884359,0.16991800069809,2.48715090751648
26,82,"1940",0.596942366,0.477364862,0.995000004768372,0
42,42,"2030",0.05778019,1.72188349,0.943503022193909,0
96,63,"1900",0.920731664,0.121632303,1,0
94,90,"2040",0.556683596,1.523208555,0.168073996901512,1.19461596012115
33,47,"2010",0.252637529,1.703449696,0.815168023109436,0
135,6,"1920",0.03575016,1.444183176,0.991258978843689,0
138,2,"1960",0.354320701,1.625343536,0.991113007068634,0
152,126,"1970",0.529099868,1.775705268,0.348664999008179,1.52028000354767
145,86,"1930",0.134901788,0.689208252,0.50120997428894,1.0511360168457
173,80,"2060",0.921129311,1.679986686,0.00857700034976006,5.01101493835449
116,75,"2030",0.574967924,1.466101146,0.134676992893219,1.24064600467682
225,111,"1980",0.610563187,0.16803185,0.890743017196655,0.401612013578415
246,94,"2060",0.555925256,0.418943715,0.299773007631302,2.09897589683533
153,27,"1960",0.814945864,0.4586415,0.991258978843689,0
129,93,"1920",0.303285632,1.167086203,0.95789498090744,0.0990940034389496
7,75,"1950",0.88679743,1.87282993,0.995000004768372,0
142,110,"1900",0.564738583,0.054855483,1,0
224,72,"2060",0.695172122,0.440047782,0.464742004871368,0.687229990959167
122,60,"1940",0.081550749,1.988613604,0.834722995758057,0.104681000113487
53,90,"1950",0.096031157,0.141560254,0.995000004768372,0
86,118,"1950",0.324403772,1.800591534,0.986294984817505,0.0237399991601706
27,85,"2020",0.387650473,0.421108163,0.993798017501831,0
162,75,"1900",0.036595701,0.896589093,1,0
65,67,"1920",0.662703078,0.35969303,0.995000004768372,0
96,98,"1980",0.8137189,0.187666908,0.976041972637177,0
10,28,"2060",0.127620253,0.961600468,0.339886993169785,0.725000023841858
161,25,"2040",0.246097322,1.228646265,0.00618400005623698,4.97650003433228
180,35,"1970",0.652613665,1.501271702,0.99125999212265,0
127,36,"1900",0.567944096,0.182124581,1,0
95,7,"1940",0.563383824,1.718388874,0.667897999286652,0.542177975177765
219,77,"2060",0.371103691,0.828492785,0.487067997455597,2.84699892997742
117,62,"2030",0.032788601,0.791435451,0.0184090007096529,3.26419711112976
48,79,"1950",0.208466938,0.616364189,0.995000004768372,0
147,53,"1970",0.792432187,0.019213872,0.404958009719849,1.65530502796173
155,27,"1930",0.734885686,1.424111882,0.576286017894745,0.941332995891571
36,14,"1970",0.202880693,1.726859928,0.796829998493195,0
167,67,"2040",0.746970983,1.059494556,0.00347099988721311,3.59999990463257
241,122,"2030",0.734724702,0.026182818,0.2882100045681,2.10288190841675
165,71,"1950",0.018198202,1.56152497,0.657189011573792,0.305334001779556
135,90,"1910",0.052497032,0.536377208,0.92800098657608,0.0853379964828491
131,1,"1960",0.184952097,1.684436914,0.991258978843689,0
8,87,"1920",0.709446071,0.420244465,0.995000004768372,0
33,113,"2060",0.801606716,0.987243381,0.995000004768372,0
194,90,"2040",0.246376279,1.919558053,0.11761300265789,3.59999990463257
111,34,"1990",0.67168879,0.58326213,0.454414993524551,0
50,48,"2050",0.793543762,0.596233349,0.716799974441528,0
116,17,"1900",0.936316295,0.76287956,1,0
180,69,"2050",0.155681056,1.280943332,0.00589899998158216,4.79648876190186
125,94,"1940",0.615267738,0.104981749,0.875443994998932,0.518733978271484
165,113,"2030",0.19914345,0.660122057,0.0686770007014275,2.39169907569885
127,40,"1960",0.333482922,0.660343064,0.842557013034821,0.187555998563766
50,80,"2050",0.046968577,0.444237238,0.995000004768372,0
190,112,"2010",0.258704762,0.380631711,0.535615980625153,1.40979599952698
32,13,"1940",0.298078401,1.091346139,0.995000004768372,0
112,69,"1960",0.999017307,0.314822211,0.904676973819733,0.0455290004611015
230,120,"2060",0.920593355,1.320370927,0.474730998277664,2.006756067276
136,22,"2020",0.260678722,0.406863852,0.0441149994730949,2.01805901527405
22,55,"1990",0.347668367,0.22726609,0.981469988822937,0
30,16,"1970",0.562611107,0.475493768,0.769152998924255,0
51,47,"1960",0.727478956,0.376998322,0.729919016361237,0
186,72,"1970",0.782521409,0.989495374,0.0788799971342087,4.54307889938354
136,111,"1940",0.177214337,0.239640398,0.214534997940063,1.07290697097778
81,30,"1950",0.189259824,0.280271606,0.787465989589691,0.742501974105835
25,20,"2030",0.002426552,0.830348795,0.0783869996666908,2.65128993988037
97,121,"1920",0.117224224,0.22567744,0.995000004768372,0
36,101,"1930",0.036805311,1.811171522,0.995000004768372,0
80,18,"2060",0.319403775,1.175931466,0.0990860015153885,2.88200807571411
133,41,"2050",0.462815296,1.437813316,0.00587200000882149,3.74227809906006
17,28,"1940",0.271459502,0.722716932,0.995000004768372,0
126,2,"1980",0.914443073,0.907012708,0.48122501373291,0
26,46,"2030",0.30938537,0.264285827,0.70390397310257,0.230000004172325
88,111,"1910",0.238824515,0.676686273,0.995000004768372,0
11,93,"2010",0.427392887,0.953441282,0.995000004768372,0
36,71,"1970",0.3993008,1.476483912,0.994898021221161,0
54,16,"1900",0.455909173,0.446639556,1,0
133,18,"1920",0.093388021,0.859484046,0.991142988204956,0
54,92,"2050",0.075104299,1.961394878,0.738406002521515,0
207,80,"2010",0.794415301,1.471633884,0.116365000605583,5.46854114532471
42,20,"2050",0.24291942,1.090560604,0.511790990829468,1.44175899028778
172,62,"2040",0.547203039,0.289481523,0.00999999977648258,4.67011880874634
44,12,"2060",0.802111792,0.002236647,0.549108028411865,0.954999983310699
145,49,"2020",0.938072884,0.715132567,0.0226879995316267,3.49256992340088
72,26,"1950",0.365454663,1.770475871,0.983848989009857,0.191939994692802
91,89,"1930",0.969125391,1.97755662,0.994960010051727,0.000684999977238476
172,22,"1920",0.320300344,1.938406359,1,0
137,27,"1940",0.789859547,1.81120004,0.984025001525879,0.00385400000959635
137,14,"1930",0.427388281,0.59382179,0.990953981876373,0.000402000005124137
245,94,"1930",0.399643411,0.14807787,0.87030702829361,0.54730898141861
27,14,"2000",0.857652821,1.746811584,0.289775013923645,0
120,31,"2040",0.190070099,1.227273647,0.457408994436264,0.189428001642227
228,113,"2040",0.517252047,0.137667792,0.150332003831863,3.33481907844543
27,50,"2040",0.782503037,0.55206053,0.919707000255585,0.230000004172325
120,53,"1920",0.938792197,0.194019053,0.991216003894806,5.19999994139653e-05
53,82,"2050",0.321161608,0.497113865,0.995000004768372,0
100,70,"2030",0.623785124,0.261826204,0.202740997076035,1.14837896823883
192,124,"1940",0.158539489,1.503366283,0.545840978622437,0.377480000257492
42,110,"2010",0.737482391,0.996755788,0.990278005599976,0.0284049995243549
13,48,"1920",0.840851424,0.372449976,0.995000004768372,0
244,89,"1970",0.345379372,0.115202315,0.467251986265182,2.41477298736572
129,125,"1970",0.902043522,1.361868757,0.579717993736267,2.10062003135681
207,80,"2020",0.494831686,0.674981812,0.096501000225544,6.24269676208496
153,117,"2050",0.413643895,1.752103629,0.098981998860836,3.79260396957397
137,70,"1990",0.50908072,1.499119735,0.303339004516602,1.78635799884796
4,68,"2040",0.44517342,0.785350638,0.995000004768372,0
151,70,"1920",0.80903399,0.494724277,0.982213020324707,0.22010500729084
62,106,"1920",0.258439192,0.880253019,0.994993984699249,0.000101999998150859
96,47,"1920",0.204066812,0.336544623,0.99499899148941,2.49999993684469e-05
137,122,"2050",0.759850268,0.668865351,0.0467359982430935,4.11118984222412
77,19,"1970",0.434491625,1.883202342,0.762358009815216,0.127957999706268
208,119,"1940",0.011619245,1.137053356,0.570769011974335,0.885039985179901
79,124,"2030",0.810667878,0.374542742,0.995000004768372,0
56,35,"2040",0.271710397,1.853312334,0.707984983921051,0.698845028877258
79,64,"2050",0.519803461,1.822570481,0.150160998106003,1.88331198692322
12,22,"1910",0.17301933,1.748493728,0.995000004768372,0
179,116,"2020",0.769197865,0.351545066,0.0906130000948906,4.60979223251343
110,40,"1940",0.832807869,0.007943521,0.964417994022369,0.329106986522675
110,117,"1960",0.871261252,0.413058245,0.995000004768372,0
117,102,"2010",0.177253181,1.410852362,0.770444989204407,0.413105010986328
205,67,"2030",0.806626833,1.283288401,0.54246598482132,0.512531995773315
41,69,"1930",0.767799941,1.097727868,0.995000004768372,0
179,99,"2030",0.489736252,0.30505673,0.300978004932404,2.32160711288452
146,12,"2030",0.601959544,1.869344951,0.991258978843689,0
65,113,"1950",0.135067677,1.467506204,0.995000004768372,0
236,73,"2040",0.187348387,0.869990567,0.500748991966248,1.06298005580902
136,104,"2000",0.903886232,1.893953172,0.304075986146927,2.68643403053284
133,115,"1930",0.94562867,0.957653033,0.406470000743866,0.539272010326385
36,106,"2000",0.273281313,1.216722303,0.995000004768372,0
96,108,"1950",0.815521359,0.843910591,0.995000004768372,0
62,81,"1900",0.184430824,1.596522846,1,0
168,85,"2060",0.744709808,0.266113192,0.0134509997442365,6.15614223480225
80,34,"2020",0.851101183,0.570899993,0.248067006468773,2.74367809295654
79,27,"1930",0.873750164,1.953099558,0.991522014141083,0.059859000146389
166,77,"2040",0.36928284,0.030110011,0.0178210008889437,4.41617107391357
25,12,"2010",0.701120658,1.642330955,0.218989998102188,0
248,103,"1920",0.806453997,1.26945119,0.986244022846222,0.0595830008387566
138,68,"1950",0.937685897,1.999866607,0.924907028675079,1.17353701591492
7,66,"1970",0.157229916,1.352320392,0.995000004768372,0
50,51,"2020",0.626530953,1.81684005,0.942574977874756,0
57,67,"2050",0.302441313,0.869930069,0.486983001232147,0.327499985694885
242,115,"1960",0.05159466,0.938871582,0.192067995667458,1.40455794334412
162,41,"2010",0.27616265,1.890998572,0.0302249994128942,1.95329201221466
11,55,"1910",0.347443003,1.83367405,0.995000004768372,0
53,68,"2010",0.773875048,1.481762603,0.508072018623352,0
115,67,"1930",0.762949999,1.420418148,0.991258978843689,0
164,81,"2020",0.562321534,0.246813085,0.244002997875214,2.78608798980713
105,45,"1940",0.479543364,1.661620285,0.669277012348175,1.46338295936584
118,28,"2020",0.998191071,0.593779509,0.466282993555069,0.203739002346992
125,81,"1910",0.677037433,0.518996299,0.994997024536133,5.09999990754295e-05
49,36,"1950",0.124455717,0.541851116,0.793363988399506,0.831719994544983
87,94,"1990",0.171709105,1.974562388,0.946193993091583,0
110,3,"1920",0.045563354,1.434648084,0.993566989898682,0.0241780001670122
175,45,"2050",0.016660389,1.362828997,0.991258978843689,0
130,47,"2010",0.056113822,1.587035091,0.0658160001039505,3.01336193084717
104,125,"1920",0.883252108,0.021384974,0.995000004768372,0
57,121,"1910",0.393487853,1.499714634,0.995000004768372,0
85,113,"2020",0.329787675,0.445255711,0.304551988840103,0.230000004172325
33,69,"2000",0.871051064,0.704918668,0.913244009017944,0
125,114,"2060",0.836112263,0.213635218,0.366604000329971,1.56362795829773
72,12,"2050",0.629936799,0.730337026,0.555085003376007,0
99,40,"1940",0.330076636,1.011650086,0.52912300825119,2.02807688713074
224,93,"1900",0.667784725,0.800702748,1,0
195,102,"1920",0.337079481,0.678000694,0.837000012397766,0.30307200551033
247,122,"1940",0.133368252,0.823623872,0.881080985069275,0.360706001520157
120,6,"1970",0.023623054,1.0112673,0.528696000576019,0.367437988519669
204,93,"1900",0.749777859,0.350441013,1,0
28,54,"1940",0.731011409,1.468545402,0.995000004768372,0
54,100,"2040",0.044149677,0.676179072,0.615625023841858,0
151,70,"2020",0.561894485,0.398481242,0.217203006148338,2.56669092178345
37,78,"1930",0.598521702,1.401855276,0.995000004768372,0
60,10,"2060",0.948961626,0.356801323,0.0811420008540154,1.08894896507263
159,53,"1910",0.44585048,0.083161211,0.986941993236542,0.00126799999270588
169,95,"2020",0.758210849,1.71630033,0.552452981472015,3.26900911331177
123,98,"2040",0.598370021,1.285442707,0.054797001183033,3.63499808311462
231,114,"1940",0.140809795,0.309646279,0.404781997203827,1.87791895866394
15,103,"2030",0.507591947,0.576572,0.995000004768372,0
41,71,"2030",0.852380021,1.941057358,0.933120012283325,0
36,8,"1930",0.702176558,0.304083927,0.994965970516205,0.000586999987717718
114,92,"1960",0.031036957,0.990573504,0.977077007293701,0.481720000505447
170,83,"2050",0.930184275,0.844880144,0.00538699980825186,4.55142688751221
150,15,"2060",0.237172511,0.961297047,0.991258978843689,0
203,79,"2040",0.675679694,1.731555996,0.0331070013344288,0.519585013389587
123,115,"2060",0.973485599,0.299756572,0.834029972553253,0.470741003751755
13,117,"1970",0.583538502,1.037716435,0.995000004768372,0
11,105,"2000",0.286907197,0.682973137,0.995000004768372,0
233,94,"1990",0.082069848,0.200906573,0.382230013608932,2.09208202362061
18,104,"2060",0.624572853,1.153445416,0.995000004768372,0
247,121,"1980",0.97649942,0.362386287,0.456295013427734,2.01894307136536
109,130,"2010",0.155794151,0.680519352,0.909375011920929,0
86,58,"1970",0.245919168,1.68560463,0.864193975925446,0
244,88,"2050",0.070759446,0.335766141,0.587523996829987,1.19703304767609
56,75,"1980",0.671296857,0.798880527,0.995000004768372,0
114,17,"2010",0.333709722,1.346303494,0.0816280022263527,3.00953698158264
96,26,"2010",0.102546993,0.121657188,0.161551997065544,1.94010198116302
98,12,"1940",0.756887511,0.152931055,0.520388007164001,0.289187997579575
176,42,"2060",0.629259837,1.932528992,0.991258978843689,0
105,100,"1980",0.506122757,0.25734904,0.940035998821259,0
89,31,"1970",0.204021826,0.458364739,0.467478007078171,2.98412489891052
245,102,"1940",0.196388608,1.108882783,0.800876021385193,0.141055002808571
175,120,"2000",0.217292131,1.130916459,0.288713991641998,3.01513409614563
150,9,"1910",0.575833212,0.723910712,0.991258978843689,0
98,5,"1940",0.145153601,1.470502314,0.961422026157379,0.0336190015077591
180,76,"2060",0.021567305,1.695554837,0.00532899983227253,6.1343297958374
67,107,"2010",0.034050383,0.741559972,0.16899399459362,1.94135200977325
93,108,"1940",0.435771664,0.411757261,0.995000004768372,0
83,9,"1990",0.547726253,0.573648925,0.953503012657166,0.447741001844406
232,99,"2020",0.390906099,1.207159796,0.125551998615265,5.18649005889893
39,68,"2020",0.888249814,1.577008714,0.829557001590729,0.308232992887497
108,108,"1900",0.463501574,1.394876235,1,0
11,51,"1960",0.33505326,0.564536693,0.995000004768372,0
174,91,"1950",0.499652976,0.957456671,0.248025998473167,2.5083339214325
218,133,"1990",0.341491107,1.803411935,0.620009005069733,1.20078599452972
79,91,"1970",0.964269557,1.847997611,0.995000004768372,0
185,78,"1990",0.402825131,0.444046404,0.406401008367538,2.88310098648071
210,65,"2020",0.756133834,1.719240635,0.595643997192383,1.03674304485321
133,103,"1920",0.425843728,0.776897042,0.869431018829346,0.475834995508194
119,35,"2030",0.972663874,0.576887293,0.0270140003412962,1.98748302459717
110,74,"2000",0.289762623,1.48340445,0.446128010749817,0.726296007633209
160,30,"2050",0.118683647,1.010366718,0.991258978843689,0
127,81,"1980",0.456258541,0.400368505,0.222526997327805,1.55480694770813
165,97,"1900",0.281490446,0.953974841,1,0
74,54,"1970",0.581005601,0.697527534,0.986971974372864,0
94,43,"2060",0.059664244,0.379026176,0.159409001469612,2.30559611320496
248,103,"1900",0.126619424,0.774846083,1,0
64,101,"1900",0.148416227,0.432121968,1,0
58,9,"2050",0.039463031,0.275417559,0.545673012733459,0
125,102,"1900",0.996601658,0.849609455,1,0
69,62,"1920",0.74925343,0.250867297,0.995000004768372,0
169,90,"2020",0.420535204,1.699346975,0.00922999996691942,4.0506420135498
105,73,"1940",0.746068809,1.628824317,0.943244993686676,0.0414090007543564
17,88,"1920",0.505977051,0.298945196,0.995000004768372,0
100,109,"1920",0.21545665,1.447993001,0.995000004768372,0
219,134,"1930",0.639637514,1.39814669,0.75363701581955,1.05139803886414
45,49,"2020",0.026598824,0.338020463,0.47291100025177,2.17286896705627
113,62,"1920",0.609974933,1.40428405,0.994996011257172,7.40000032237731e-05
230,97,"1920",0.978135274,0.782389778,0.554446995258331,1.16742098331451
141,83,"1980",0.063090009,0.690932883,0.179730996489525,2.49320101737976
143,18,"2040",0.897158681,0.981498287,0.990016996860504,0
28,32,"1920",0.083879288,0.376339701,0.995000004768372,0
82,19,"2050",0.675737495,1.7212235,0.00766499992460012,2.97490906715393
176,34,"1980",0.520338913,1.620281889,0.99344402551651,0
45,60,"1940",0.352741055,0.668844589,0.995000004768372,0
45,58,"2020",0.454528891,0.66423745,0.281378000974655,1.45173299312592
127,11,"1960",0.901059418,1.242653449,0.709370970726013,0.250528007745743
226,121,"1990",0.958390021,1.846988355,0.270236998796463,1.70940601825714
149,67,"1990",0.036035027,1.507155443,0.198351994156837,2.28122496604919
7,38,"1900",0.630249751,0.051455896,1,0
136,48,"1980",0.649822127,0.288839702,0.596660971641541,0.242460995912552
45,108,"2060",0.441072773,1.157113207,0.995000004768372,0
170,84,"1950",0.640960397,0.280609385,0.153511002659798,6.49692821502686
206,68,"1970",0.666322106,1.680679679,0.806209027767181,0.102716997265816
156,67,"1940",0.340247668,1.40298608,0.918474018573761,0.838460028171539
91,112,"1990",0.89031078,0.141736838,0.984528005123138,0
139,72,"2060",0.858006654,0.630527084,0.0599629990756512,4.29734706878662
83,23,"2060",0.89995879,1.576805144,0.142030000686646,0.508498013019562
115,40,"2040",0.174628793,1.688545599,0.00904799997806549,1.75313198566437
92,36,"1930",0.850665172,0.369736204,0.965390980243683,0.454216986894608
40,58,"1910",0.68175588,0.1599806,0.994867980480194,0.00227999989874661
57,119,"1920",0.066681661,0.770259487,0.995000004768372,0
201,79,"1950",0.796492079,1.697526023,0.989369988441467,0.131013005971909
37,30,"1940",0.675147073,1.924445599,0.995000004768372,0
90,104,"1940",0.178239294,1.444657827,0.995000004768372,0
152,48,"1950",0.842040874,1.94834244,0.959631025791168,0.0231899991631508
243,112,"2010",0.261986616,1.559149461,0.438603013753891,1.66088795661926
106,107,"1980",0.603564273,1.572841671,0.617148995399475,0.111164003610611
33,64,"1980",0.717707732,1.573636109,0.942889988422394,0
153,133,"1990",0.085936874,1.223162153,0.50058501958847,3.5110809803009
34,54,"2040",0.938700132,0.224191242,0.73359602689743,0.600000023841858
144,18,"1980",0.415258137,1.518651185,0.991258978843689,0
186,42,"2040",0.523758108,1.538486384,0.991258978843689,0
168,22,"2020",0.795979721,1.838415935,0.992150008678436,0
40,58,"2000",0.556165044,1.36256435,0.835635006427765,0.665135979652405
152,95,"2040",0.03414661,0.195826372,0.00999999977648258,3.98675394058228
232,134,"2010",0.872488038,0.526312277,0.00762700010091066,4.16939687728882
135,42,"1940",0.61090116,0.945028054,0.924073994159698,0.0623119994997978
90,69,"1960",0.467596505,1.319306268,0.995000004768372,0
100,58,"1970",0.993055768,1.89009013,0.973438024520874,0
107,8,"1910",0.423423266,1.08448014,0.995000004768372,0
246,101,"2010",0.853704206,1.923349807,0.608873009681702,0.334358006715775
246,111,"2020",0.24997892,0.356938118,0.505109012126923,1.42125594615936
48,59,"2020",0.566499719,1.706326396,0.727425992488861,0.957089006900787
109,7,"2010",0.028424718,0.105635463,0.157731994986534,0.924719989299774
104,100,"1900",0.728887173,1.05613582,1,0
42,71,"2000",0.234966407,1.567045674,0.985975027084351,0
236,104,"2040",0.533528553,0.703646476,0.170145004987717,3.43609189987183
92,54,"2000",0.527149528,0.615130132,0.631097018718719,0
183,62,"1960",0.928980894,1.411662185,0.668251991271973,0.177044004201889
203,108,"2000",0.477344051,1.272041791,0.654815971851349,0.472613990306854
201,110,"2020",0.766032539,1.463884176,0.351514995098114,2.1730489730835
168,123,"1900",0.187082064,0.2000324,1,0
165,77,"2030",0.064183581,0.648817125,0.026783000677824,3.07989597320557
105,109,"2060",0.014159388,0.064028849,0.382411986589432,0.543538987636566
178,66,"2040",0.972529928,1.181573686,0.0145199997350574,4.38020610809326
83,44,"1970",0.141690261,0.56665834,0.914152026176453,0.0139389997348189
178,71,"2000",0.302016992,1.426762033,0.110859997570515,2.38487601280212
33,51,"1940",0.616530646,0.118832689,0.995000004768372,0
126,46,"1900",0.650866688,0.862471459,1,0
187,90,"2030",0.28862089,1.741286255,0.0145089998841286,4.44631004333496
46,49,"2000",0.777710375,0.694207414,0.491041004657745,1.40282297134399
60,36,"2050",0.679522714,0.346276511,0.353729009628296,1.38969302177429
55,65,"1970",0.347540874,1.285827316,0.973676979541779,0
47,118,"1930",0.76352602,0.66491481,0.995000004768372,0
177,53,"1930",0.956416968,0.751979621,0.990299999713898,0.000989999971352518
15,46,"1950",0.071401266,1.574787092,0.995000004768372,0
240,103,"1930",0.020117482,0.646654435,0.668628990650177,1.02606999874115
81,38,"2040",0.764254365,0.33603048,0.985036015510559,0.0196470003575087
38,79,"2050",0.863639083,0.346524968,0.995000004768372,0
45,67,"1980",0.401068197,1.7029957,0.991506993770599,0
127,56,"2060",0.979949861,0.441823145,0.00586900021880865,3.37836909294128
97,112,"2000",0.105646763,1.734135819,0.929044008255005,0
147,4,"1910",0.400585932,0.159259941,0.991258978843689,0
194,93,"1940",0.380933227,0.922567197,0.810922026634216,0.717383980751038
98,44,"2000",0.270103894,0.109348422,0.672496020793915,0
98,76,"1970",0.483554444,1.465900203,0.604017972946167,1.27087795734406
133,107,"2000",0.476255433,1.745932348,0.442086011171341,1.71972095966339
42,81,"2000",0.927011184,0.233068673,0.995000004768372,0
71,90,"1980",0.266484815,1.070899012,0.985162019729614,0
